message_type,message
ham,howard meter indicates daily swing one volume management initials oss need information daren determined deal set cover 089 contract 11 97 forward done research follows 1 95 shows delivery transport contract 012 82269 02 002 southeastern marketing co counterparty 1 96 thru 10 31 97 shows delivery transport contract 012 27182 02 001 esperanza marketing corp counterparty 11 97 thru 12 97 shows delivery 089 41500 102 1 98 shows delivery 089 41500 101 transactions meter since 1 98 questions need answered volume allocated transport contracts 10 31 97 started allocated 089 contract later transport contracts longer valid allocate reason 089 contract used transport contract allocated instead 089 contract 11 97 forward item indicates delivered volume either transport sale taking place information supplied ua 4 report need contract 9 448 mmbtu since meter assigned someone else timeframe assigned difficult know 089 contract ever used allocation since records deal tickets cpr oss need help stella daren j farmer 12 22 99 07 14 stella l morris hou ect ect cc subject ua 4 meter 1441 11 97 falfurrias occurred point prior months allocated volume stella l morris 12 16 99 06 04 pm daren j farmer hou ect ect cc mary smith hou ect ect howard b camp hou ect ect subject ua 4 meter 1441 11 97 falfurrias daren need help resolving issue deal oss reference meter could find anything cpr contract shows 089 41500 102 representing sale amount 9448 thanks stella
ham,unix server unify production runs proton went morning unix team working let know soon unify available n
ham,calpine monthly gas nomination doc
ham,forwarded ami chokshi corp enron 12 28 99 10 51 troy benoit reliantenergy com 12 28 99 10 47 23 ami chokshi corp enron enron cc subject jan noms see attached file egmnom jan xls egmnom jan xls
ham,according measurement flow 7 394 8 98 however nothing indicate gas received hpl oss checked mips measurement statement supports flow rate 7 394 mmbtu daren deal cpr may fed oss thanks stella
ham,revision according measurement flow 7 394 8 98 however nothing indicate gas received hpl oss checked mips measurement statement supports flow rate 7 394 mmbtu daren deal cpr may fed oss checked oss whole year 1998 deals oss seem strange month flow thanks stella
ham,details deal entered jan 1 2000 buy sell buy ctpty aquila energy marketing corporation zone agua dulce 0584 volume 5 000 pricing hsc 0 065 period 1 8 00 1 31 00 deal second part sitara deal 143974 please let know questions concerns dave
ham,new pooling point handled robert lloyd jackie young backup please call either updates thanks pat
ham,proton machine unify production available patient path manager highlight eol deals yellow thanks n
ham,stacey looks like missing paths revealed quirk suppression zero paths 4 paths initially entered zero changed non zero later date system correctly determine zero path longer suppressed fixed 4 paths affected corrected code happen screen print nov 22 problem fixed thanks n
ham,teco tap 60 000 enron
ham,see attached file hpll 230 xls hpll 230 xls
ham,daren error transco bammel 20 0 day days 23 27 change volumes sent back volumes 23 133 24 20783 25 20738 26 20787 27 20123 thanks charlotte ps clear noon tomorrow
ham,janet attached recent numbers
ham,aimee gas control line work scheduled 1 4 5 6 affect referenced point dynegy nom 1800 point assuming want baseload january desk also appears gas nom approx 1200 mm rather cut volumes would try negotiate koch flow gas outage make soon outage may able begin flow 1 6 please let know soon possible thanks
ham,think forgot list forwarded lauri allen hou ect 12 29 99 03 05 pm enron north america corp gary hanks 12 29 99 02 49 pm connie sutton hou ect ect lauri allen hou ect ect pat clynes corp enron enron melissa graves hou ect ect mary solmonson hou ect ect james mckay hou ect ect cc earl tisdale hou ect ect gary besancon gco enron enron rodney rogers gco enron enron shawna flynn hou ect ect subject producer shut list victoria 18 `` line work hpl completing tie ins replace guadalupe river crossing swinney victoria 18 `` following meters shut approximately 8 00 january 4 2000 brought back line sometime evening january 6 2000 986833 marks 1 common point 989730 swickheimer 984056 cologne 985754 battle fld 985982 coletto creek 986063 mokeen 986140 swickheimer 989620 duty 1 984046 apache 985547 freeman 989664 talber graham 986757 sheridan energy 985972 hughes hughes 986668 pentex 985541 esperanza 984724 new horizons 984959 dynamic 985360 bnp petroleum 984143 hilcorp 984286 spindletop 985430 southern gas 989679 strand energy 989663 edge petroleum 985801 vintage 989629 petro corporation 986722 duke three rivers gas plant 989736 c e berclair 989813 c lucas 986725 southern resources 986015 mider 985192 delhi sarco question please feel free call 36449 thanks gary
ham,fyi forwarded gary hanks hou ect 12 29 99 03 15 pm enron north america corp melissa graves 12 29 99 03 12 pm george weissman hou ect ect cc gary hanks hou ect ect mary jo johnson hou ect ect gary bryan hou ect ect jill zivley hou ect ect subject producer shut list victoria 18 `` line work george gary called shut situation minutes ago specifically regarding meter 6722 meter tailgate three rivers therefore hpl field employee able contact producer probably idea gas coming goes meter gary suggested deal maker contact producers verbally connie sutton follow written notice per discussion since mary jo gary afternoon forwarding message concerned contracts cody texas lp 012 64365 101 96018049 samson lone star 012 77555 105 96016761 let know information provide thank melissa forwarded melissa graves hou ect 12 29 99 02 50 pm enron north america corp gary hanks 12 29 99 02 49 pm connie sutton hou ect ect lauri allen hou ect ect pat clynes corp enron enron melissa graves hou ect ect mary solmonson hou ect ect james mckay hou ect ect cc earl tisdale hou ect ect gary besancon gco enron enron rodney rogers gco enron enron shawna flynn hou ect ect subject producer shut list victoria 18 `` line work hpl completing tie ins replace guadalupe river crossing swinney victoria 18 `` following meters shut approximately 8 00 january 4 2000 brought back line sometime evening january 6 2000 986833 marks 1 common point 989730 swickheimer 984056 cologne 985754 battle fld 985982 coletto creek 986063 mokeen 986140 swickheimer 989620 duty 1 984046 apache 985547 freeman 989664 talber graham 986757 sheridan energy 985972 hughes hughes 986668 pentex 985541 esperanza 984724 new horizons 984959 dynamic 985360 bnp petroleum 984143 hilcorp 984286 spindletop 985430 southern gas 989679 strand energy 989663 edge petroleum 985801 vintage 989629 petro corporation 986722 duke three rivers gas plant 989736 c e berclair 989813 c lucas 986725 southern resources 986015 mider 985192 delhi sarco question please feel free call 36449 thanks gary
ham,aimee please let us know soon possible thanks pat lauri allen ect 12 29 99 02 50 pm aimee lannou hou ect ect cc pat clynes corp enron enron daren j farmer hou ect ect subject koch three rivers 6722 aimee gas control line work scheduled 1 4 5 6 affect referenced point dynegy nom 1800 point assuming want baseload january desk also appears gas nom approx 1200 mm rather cut volumes would try negotiate koch flow gas outage make soon outage may able begin flow 1 6 please let know soon possible thanks
ham,ami need make sure nom even 0 always send conroe sitara deal 70222 every month entex volume every month nov nom set hc
ham,daren elsa 12 200 delivered transco 216 txu cut pipeline capacity constraints transco gas control left message late yesterday evening picked morning questions call charlotte
ham,spoke larry zamit morning regarding outage january 1 6 agreed hold gas us batch throughout rest january point 3 007 nominated 1 1 00 agreed hold questions give call charlotte aimee
ham,please establish spot ticket united oil minerals inc meter 5053 january ticket priced 100 hsc less 0 14 provide 1 400 mmbtu spot deal executed globla contract 96002441 please call additional assistance thanks donald x 37008
ham,wanted extend thanks advance join office january 1 2000 appreciate willingness devote part holiday weekend continuing success story enron company enron spent much time effort ensure business continue smoothly move year 2000 ken walther working many done excellent job preparing work plan january 1 work first final step process efforts day allow ena employees return office january 4 th confidence ability continue business usual wish one happy new year continually feel privileged work dedicated talented group employees look forward accomplish 2000
ham,outage scheduled 1 4 00 1 6 00 effect 1 1 00 throught 1 3 00 need duke hold gas back 1 4 00 gary forwarded gary hanks hou ect 12 30 99 10 47 charlotte hawkins 12 30 99 09 07 pat clynes corp enron enron lauri allen hou ect ect daren j farmer hou ect ect elsa villarreal hou ect ect edward gottlob hou ect ect cc aimee lannou hou ect ect gary hanks hou ect ect subject koch three rivers 6722 spoke larry zamit morning regarding outage january 1 6 agreed hold gas us batch throughout rest january point 3 007 nominated 1 1 00 agreed hold questions give call charlotte aimee
ham,cellular phone number 713 562 2050 questions weekend holiday hesitate give call thanks
ham,think everyone agrees lot confusion desk assignments responsibilities said listing current issues seen need addressed quickly issues none business since see unpathed gas thought two might want dicsuss issues enron field services nominated since september 99 stopped business pipe fyi need get assigned find old notes try get pathed necessary someone needs let know lavaca expense transport offsystem gas hplc transports ena ena nom meter 1000 pops jan 1 midcon texas pipeline deals left unpathed jan 1 dec brokered nominated obvious seem 10 000 transport contract move gas sale broker stands looks like long position assigned thought carlos handling one could wrong channel industries pipeline several issues 1 deals exception long term transport expense left unpathed jan 1 viewed prior month transactions pathed appropriately someone needs review accuracy also deals went zero nominated january 2 still enough supply meet sales requirement issue left unsresolved since october 99 volume management allocate pathed nominated 3 transaction january point specific transport contracts rec mtr 1 6366 10 000 del mtr 2 6203 10 000 pathed pipeline rate need know rate whether one expense contracts needs amended transaction legally covered carlos handling pipe dec assigned jan hpl operational shipper hpl left unpathed december january 1 assigned wait get back next week left unresolved get pathed return pat following recollection assignments dec 1 present might want confirm mary smith proceed decisions need made based possible unassigned issues hank eisenhours duties split mandey handle long term hplc expense issues undeveloped contracts december flow forward cleanup 1999 unresolved issues carlos offsystem transactions ena hplc unify offsystem paper electronic noms intrastate pipes ami stacey also handle lot confusion found unpathed gas december need address one quickly hpl transports split zone logistics rep responsible pathing meters assigned zones unify hpl operational seems left unassigned think desk assumed carlos took hanks responsibilities assignments recollection
ham,specifically meter 1373 several deals set 6 ranked 10 allocate properly know suggest double check industrials ensure ranked correctly january need nomed ken
ham,forwarded ami chokshi corp enron 01 04 2000 10 36 rhonda robinson ect 01 04 2000 10 23 stacey neuweiler hou ect ect ami chokshi corp enron enron cc gregory steagall hou ect ect subject missing service rates ena hplc cash desk listed expense contracts need rates input sitara please let know soon possible responsible input rates thanks forwarded rhonda robinson hou ect 01 04 2000 10 17 enron north america corp heidi withers 01 04 2000 09 18 rhonda robinson hou ect ect cc subject missing service rates ena hplc cash desk okay expense rates need help getting input let know otherwise make sure things clean 11 th workday hope great new year heidi rhonda robinson 01 04 2000 09 13 heidi withers hou ect ect cc subject missing service rates ena hplc cash desk theresa denver looking missing rates issue powder river gathering thanks help reminder beginning close process 11 th workday enron north america corp heidi withers 12 31 99 10 07 rhonda robinson hou ect ect gregory steagall hou ect ect cc charlotte hawkins hou ect ect mary smith hou ect ect subject missing service rates ena hplc cash desk rhonda took look missing service rates report rates input system best input provide sorry help call need xl 836 greg sent expense reconciliation reports come powder river gathering expense powder river gathering revenue east texas gathering expense king ranch gas processing expense humble gas pipeline expense channel industries expense tgpl expense black marlin expense till noon reachable 713 385 7612 think charlotte someone logistics group help rates
ham,janet attached best available december split 3 rd party noms hpl noms working january today forward soon
ham,attached current buyback deals aware information please let know thanks ken
ham,set information regarding 660 mmbtu produced november 29 30 meter 9813 please create sitara record production earliest convenience price hsc less 0 10 contract number 96016884 confirmation necessary please call additional assistance donald x 37008 forwarded donald p reinhardt hou ect 01 04 2000 04 45 pm stephanie gomes 01 04 2000 08 09 donald p reinhardt hou ect ect cc subject c e operating 11 99 production donald please see julie email deal system asked please let know something else need thanks stephanie 3 6004 forwarded stephanie gomes hou ect 01 04 2000 08 06 julie meyers 01 03 2000 09 08 stephanie gomes hou ect ect cc subject c e operating 11 99 production sure got resolved donald need someone put deal either spot firmed julie stephanie gomes 12 28 99 08 45 julie meyers hou ect ect cc subject c e operating 11 99 production hi julie question sure start new meter c e operating meter 0989813 started nov 29 volume statement confirms volume flow 29 th 30 th total 660 mmbtu problem nothing system meter 9813 11 99 production looked sitara sitara 132030 deal starts 12 99 production checked donald make sure says meter start 11 29 price hsc less 10 order get deal system need talk thanks stephanie 3 6004
ham,begin express heart filled `` thanks `` time effort everyone put successful 2 k effort truly great see everyone working together ensure enron continues winning way best truly blessed group individuals listed staffs put heart soul process outstanding team individuals opinion always go extra mile enron thanks everyone lot proud `` successfully survived 2 k event ``
ham,meter 980068 bridge back error 9 99 production meter linked deal 76365 started 4 16 99 ended 4 30 99 please let know deal use meter 9 99 need error clear thursday thanks
ham,lastest greatest please make sure look carefully weird changes happened please make sure forward ever needs questions please feel free call julie
ham,teco tap 110 000 hpl iferc teco tap 33 750 enron ls hpl katy ic 22 500 enron
ham,attached hl p spreadsheet january
ham,forwarded ami chokshi corp enron 01 05 2000 04 58 pm royal b edmondson reliantenergy com 01 04 2000 09 59 08 ami chokshi corp enron enron cc subject 5 th noms remembered send see attached file hpl jan xls hpl jan xls
ham,beginning week actively testing changes path manager receive real time deal updates sitara prepare would like limited group schedulers desk go thru quick walkthru training new features sometime early next week take 30 minutes comfortable features performance testing complete would like migrate unify production either next week week give us adequate adjustment period prior next bid week migrated production either roll schedulers selected schedulers via security heather could please schedule time designated schedulers scotty early next week room projector would work best thanks n
ham,flow without nom day meter 2186 lst 1375 2 nd 28 3 rd 2532 4 th 5952 assume entex meter volume captured meter 2000 need nom support flow please advise thank
ham,rick ward manages accounting group 713 693 2813 accounts affect texas group include kerr mcgee tomcat devon pennzoil south texas pipes oasis duke en field services republic royalty sells duke corpus christi nat gas virginia plant devon pdn sold ccng brazos 368 spinnaker gas sold dow gulf energy devon production sold various midcon tx devon pdn sold midcon tx gas lonestar sandtrap devon pdn sold txu energy hpl entex sells equistar gulf plains plant agua dulce devon pdn sold various carthage hub devon production sold various delhi devon pdn sold delhi gas mktg tomcat kerr mcgee pdn transported hpl used sell entex let know help ami
ham,gas looks like allocating correctly jan researched like come go things help identify correct kinds problems let know ken
ham,please notify outstanding items expensed invoices mobile pager etc travel arrangements passed well many thanks barbara lewis x 35085 bl 635
ham,daren thanks sitara training class taught logistics group extremely valuable rest group appreciate time effort put setting handouts great reference material us future already heard positive feedback group much appreciated thanks pat clynes
ham,forwarded ami chokshi corp enron 01 06 2000 11 20 royal b edmondson reliantenergy com 01 06 2000 10 58 31 ami chokshi corp enron enron cc subject revised 7 th noms see attached file egmnom jan xls love ya miss ya egmnom jan xls
ham,forwarded ami chokshi corp enron 01 06 2000 10 49 troy benoit reliantenergy com 01 06 2000 10 26 49 ami chokshi corp enron enron cc subject 7 th noms see attached file egmnom jan xls egmnom jan xls
ham,starts 1 7 99 30 days eventually termed buy spinnaker galveston island 250 l gd hsc 08 plus tsp dehy 138 transported blue dolphin pipeline agency given enron per mary jean bdpl 123 transport contract bdpl 064 gtsa 015 dehy fee contract mei 056 da sold dow plant inlet brazoria county gd hsc 07 blue dolphin require nominations whatever produced allocated dow currently volumes 208 mmbtu samedan operates production field janene shipp 580 221 1200 blue dolphin contacts volumes ken davenport 713 227 7660 xl 37 transport mary jean krinke 713 227 7660 xl 55 ami 3 9272
ham,follow earlier email forwarded regarding ces historical information note deadline 1 15 believe friday 1 14 need responses thursday 1 13 please fill spreadsheet area forward back consolidate responses logistics perspective lets add everything need challenged review later thanks bob forwarded robert superty hou ect 01 06 2000 08 24 bryce baxter 01 05 2000 12 00 pm sheri thomas hou ect ect robert superty hou ect ect mark friedman hou ect ect mary solmonson hou ect ect bob klein hou ect ect georgeanne hodges hou ect ect lisa csikos hou ect ect rita wynne hou ect ect cc inja chun hou ect ect brent price hou ect ect tommy j yanowski hou ect ect susan harrison hou ect ect lawrence r daze hou ect ect pamela chambers corp enron enron jpeeple columbienergy com subject request application report list last month richard burchfield sent us following list reports available ces systems working way secure electronic copy required reports making available us online via electronic document management system ena liable pre 2000 business may need assist research issues arise order get ball rolling need get list together reports need please fill attached spreadsheet list reports need return friday 1 15 2000 want reports please send email letting know included samples fill questions please give call sure reports need based names please get ces employees hired ces transition employee get clarification need samples reports please let assistant pam chambers know coordinate getting sample report printed addition need list users logonid need access data please send 15 th well thanks bryce richard burchfield 12 01 99 04 58 pm sheri thomas hou ect ect robert superty hou ect ect brent price hou ect ect mark friedman hou ect ect mary solmonson hou ect ect tommy j yanowski hou ect ect bob klein hou ect ect bryce baxter hou ect ect georgeanne hodges hou ect ect cc subject request application report list attached report list ces richard forwarded richard burchfield hou ect 12 01 99 03 48 pm cdeaton com 12 01 99 01 25 37 pm richard burchfield hou ect ect cc `` peeples jeff `` '' licarione linda `` subject request application report list please see attached altra gms report listing please forward additional questions relating altra gms linda licarione 713 693 2845 jeff peeples 713 693 2597 thanks linda licarione 12 01 99 01 04 pm clay deaton ces columbiagas columbiagas cc subject request application report list attached list 210 reports altra gms please note may using reports need scale currently used need bit analysis many base reports denoted spreadsheet filename location 1 st column master mdb currently used ces let know questions forwarded linda licarione ces columbiagas 12 01 99 12 58 pm clay deaton 11 30 99 01 27 pm linda licarione ces columbiagas columbiagas cc subject request application report list provide complete list gms reports forwarded clay deaton ces columbiagas 11 30 99 01 26 pm rburchf ect enron com 11 30 99 10 36 11 please respond rburchf ect enron com clay deaton ces columbiagas columbiagas cc csulliv ect enron com bprice ect enron com subject request application report list clay several requests ena business groups agreement finalized report lists key applications altra gms risk works may others people become aware need information ena manage contracts go transition period feel would easier process work ena knows kind information request go transition thanks richard gms reportlisting header xls
ham,fyi probably asked historical information needed shop logistics perspective would suggest asking new ces employees give us list know would probably need deal historical questions pipeline customer physical imbalances well information helps support large customer asset transactions put together list consolidate forward folks thanks bob forwarded robert superty hou ect 01 06 2000 07 56 enron technology inja chun 01 05 2000 01 21 pm susan harrison hou ect ect bryce baxter hou ect ect sheri thomas hou ect ect cc brent price hou ect ect brenda f herod hou ect ect robert superty hou ect ect tommy j yanowski hou ect ect sally beck hou ect ect larrissa sharma hou ect ect anthony dayao hou ect ect lawrence r daze hou ect ect richard burchfield hou ect ect jpeople columbiaenergy com tommy j yanowski hou ect ect beth perlman lon ect ect philippe bibi hou ect ect mark friedman hou ect ect mary solmonson hou ect ect bob klein hou ect ect georgeanne hodges hou ect ect lisa csikos hou ect ect rita wynne hou ect ect subject columbia energy history data following summarizes decisions made user joint meeting today regarding handling ces historical data bryce baxter coordinate user groups identify ces reports need actually printed hard copy transfered files accessed via electronic document management system b jeff peoples working bryce baxter produce reports using ces system via isdn line enron building continue part duty job done jeff joined ena member sitara group c larry daze working jeff peoples bryce baxter ensure reports loaded edms proper indexing need manupulating ces history data necessary e downloading spreadsheets therefore data kept disk edms
ham,sheet moved around volumes order keep enron contract whole please call questions thanks ami 3 9272 joanie h ngo ect 01 06 2000 10 57 ami chokshi corp enron enron cc subject txu fuel december ami done please send allocation spreadsheet thank forwarded joanie h ngo hou ect 01 06 2000 10 56 daren j farmer 01 05 2000 03 32 pm joanie h ngo hou ect ect cc subject txu fuel december ami chokshi sending finalized joanie h ngo 01 05 2000 02 28 pm daren j farmer hou ect ect cc subject txu fuel december pls send spreadsheet thanks
ham,valero accepted proposal please set appropriate deal tickets dan hyvl preparing new contract forwarded gary w lamphier hou ect 01 07 2000 01 23 pm enron north america corp gary w lamphier 01 07 2000 10 53 dan j hyvl hou ect ect cc subject issues forwarded gary w lamphier hou ect 01 07 2000 10 52 enron north america corp gary w lamphier 01 07 2000 09 38 brotherss valero com cc subject issues susan hope great new year holiday season couple issues want ot clear year contract question valero wants treat three meter locations currently pulling gas new contract sent minimum take 60 000 mmbtu estimated 35 000 8018 celanese 15 000 1233 texas city 10 000 1394 dodge street undertake meter excess volumes another meter would used fulfill entire 60 000 mmbtu accountant told causing difficulties two plants want see gas purchases broken discussed phone got consent split invoices told three invoices need separate since always aim please customer recommendation handling contract term please let know fine celanese 35 000 mmbtu minimum given day volumes fall 35 000 hplc buy back volumes gd katy mid two days flow texas city 15 000 mmbtu minimum given day volumes fall 15 000 hplc buy back volumes gd katy mid two days flow dodge street 10 000 mmbtu minimum given day volumes fall 10 000 hplc buy back volumes gd katy mid two days flow excess volumes taken three locations would billed gd hsc high 2 day
ham,attached recent numbers
ham,yo bro new email address save aggie chico 2 hotmail com love lacy get private free email http www hotmail com
ham,darren id password eol application follows id dfarmer password dfarmer give read access stack manager product manager enron online questions please feel free contact thanks tara x 34523
ham,forwarded ami chokshi corp enron 01 07 2000 09 51 troy benoit reliantenergy com 01 07 2000 09 43 34 ami chokshi corp enron enron cc subject copano changes 7 th see attached file hpl jan xls hpl jan xls
ham,meter treated seperately tickets created accordingly meter 1233 base 148376 swing 148382 buyback 148381 meter 1394 base 148390 swing 148391 buyback 148396 meter 8018 base 148376 swing 148382 buyback 148381 volume management need set accounting arrangements cover november december 1999 scheduling repath renom unify reallocate pops january anyone anything add please let know ken
ham,darren situation december need help resolve deal 125836 purchasing gas cox exploration pg e hydorcarbons systems upstream processing facility purchase agreement terminated 11 30 99 path gas pgeh however take responsibility adjusting interconnect ticket thompsonville catch deal hpl side appeared valid flow issue kim vaughn plant continued confirm gas tried working pipeline state know anything 15 th contact producer ask reverify pipeline would like kim able zero confirm send back pops volume management allocate producer level also realized committed reserve purchase agreement meter tribo production expected volume deal possible cox exploration sold interest well tribo may turn flowed gas
ham,leave robert accounts refer contacts subject handling personal belief robert yet ready provide services necessary area also know full responsibility often good teacher pat far concerned game help daren needed way good luck endeavors
ham,daren thinking robert little memo yesterday along lines pulling marketing sitara function back side fence think strong case could made favor idea obvious several people involved changing tickets pathing nominating confirming industrials dissipates knowledge base responsibility factor `` first `` issue responsibility ensure pricing volume accomplishment market intent accurately depicted sitara shop schedulers could concentrate accuracy correctness unify pops sure would help volume management client services immensely skill level rises area could gradually feed marketing function sitara scheduling group hopes would better understanding overhaul picture believe current situation much fast scheduling handle also created situation robert seems think segments mastered person involved industrials support whatever direction want go issue pat leave things way please explain robert pat others may involved industrial activity quite alright thanks listening ken attl htm
ham,darren set id password internal website access www enrononline com id password follows id eol 76371 password welcome please id password need upper case please feel free contact question problems getting system thanks tara x 34523
ham,142509 dth 6 days 855 054 67509 dth 15 days 1 012 635 total 1 867 689
ham,daren currently working clear ua 4 issues 1998 looking valid contract meter 8740 meter 8740 deal 307062 current k 089 41500 102 volume 188 252 month sept 1998 deadline tuesday jan 18 please advise contract volume belongs thanks aimee
ham,yes right howard stella forwarded stella l morris hou ect 01 11 2000 12 48 pm daren j farmer 01 11 2000 12 46 pm stella l morris hou ect ect cc subject revision black marlin meter 986782 8 98 ua 4 ok stella l morris 01 11 2000 11 09 charlotte hawkins hou ect ect cc howard b camp hou ect ect daren j farmer hou ect ect pat clynes corp enron enron subject revision black marlin meter 986782 8 98 ua 4 meter non allocatable system actuals meter 8693 thanks stella forwarded stella l morris hou ect 01 11 2000 11 01 stella l morris 12 28 99 05 55 pm daren j farmer hou ect ect cc howard b camp hou ect ect subject revision black marlin meter 986782 8 98 ua 4 revision according measurement flow 7 394 8 98 however nothing indicate gas received hpl oss checked mips measurement statement supports flow rate 7 394 mmbtu daren deal cpr may fed oss checked oss whole year 1998 deals oss seem strange month flow thanks stella
ham,approximately 11 00 tuesday january 11 2000 meter 986240 el campon shanghai common point shut due leak 6 `` lateral edna 24 `` meter shut late thursday early friday january 13 14 repairs complete questions please call 36449 thanks gary
ham,please forward logistics region would desks opposed enabling unify default destination rankings rankings created source rankings would still ability change ranking destination side however would affect rankings source side save time pathing prevent amount data entry errors would please forward comments manager dave nommenson aware us interested would like find would something worth putting production thanks
ham,followup memo sent 12 31 99 fyi enron field services nominated since september 99 stopped business pipe fyi need get assigned find old notes try get pathed necessary someone needs let know unresolved appears unassigned lavaca expense transport offsystem gas hplc transports ena ena nom meter 1000 pops jan 1 unresolved midcon texas pipeline deals left unpathed jan 1 dec brokered nominated obvious seem 10 000 transport contract move gas sale broker stands looks like long position assigned thought carlos handling one could wrong unresolved channel industries pipeline several issues 1 deals exception long term transport expense left unpathed jan 1 viewed prior month transactions pathed appropriately someone needs review accuracy also deals went zero nominated january resolved needs verified 2 still enough supply meet sales requirement issue left unsresolved since october 99 volume management allocate pathed nominated unresolved unpathed 3 transaction january point specific transport contracts rec mtr 1 6366 10 000 del mtr 2 6203 10 000 pathed pipeline rate need know rate whether one expense contracts needs amended transaction legally covered carlos handling pipe dec assigned jan unresolved hpl operational shipper hpl left unpathed december january 1 assigned wait get back next week left unresolved get pathed return time yet figured assignement get asap
ham,order prepare upcoming sitara release production scheduled 01 24 sitara unavailable follows production 01 21 fri 7 00 pm cst thru 01 23 sun 12 00 pm cst conversion checkout data risk assignment release sitara cpr parallel 01 14 fri 7 00 pm cst thru 02 01 tue 8 00 cst parallel environment used hot back view access sitara wanted make sure everyone plenty advance notice would like review times staff production release largest date time required convert data shortened production users impacted lack parallel environment continue bridge deal updates unify parallel period stated however access sitara parallel kept view list items included release forthcoming well training groups impacted risk assignment change appreciate help making happen questions please hesitate call sitara hotline x 37049 scott mills x 33548
ham,mandey rest group please take initiative get things done counting others seniors group get things done 6 seniors group expect things get accomplished babysitter lets get job done find people want get done team work pat mandy mackinnon ect 01 11 2000 07 38 pm pat clynes corp enron enron daren j farmer hou ect ect cc subject unresolved issues jan 1 followup followup memo sent 12 31 99 fyi enron field services nominated since september 99 stopped business pipe fyi need get assigned find old notes try get pathed necessary someone needs let know unresolved appears unassigned lavaca expense transport offsystem gas hplc transports ena ena nom meter 1000 pops jan 1 unresolved midcon texas pipeline deals left unpathed jan 1 dec brokered nominated obvious seem 10 000 transport contract move gas sale broker stands looks like long position assigned thought carlos handling one could wrong unresolved channel industries pipeline several issues 1 deals exception long term transport expense left unpathed jan 1 viewed prior month transactions pathed appropriately someone needs review accuracy also deals went zero nominated january resolved needs verified 2 still enough supply meet sales requirement issue left unsresolved since october 99 volume management allocate pathed nominated unresolved unpathed 3 transaction january point specific transport contracts rec mtr 1 6366 10 000 del mtr 2 6203 10 000 pathed pipeline rate need know rate whether one expense contracts needs amended transaction legally covered carlos handling pipe dec assigned jan unresolved hpl operational shipper hpl left unpathed december january 1 assigned wait get back next week left unresolved get pathed return time yet figured assignement get asap
ham,daren thank comments feeling mutual ken attl htm
ham,walk thru demo new functionality held today logistics managers representative schedulers region except texas calgary changes well received revisions requested would like changes migrated production evening tuesday january 18 use morning wednesday january 19 paul could please insure network folks tibco install complete monday including terminal server scotty paul may need one folks insure tibco install works ok terminal server none us access scotty follow calgary texas since missed demo also level security desired rollout selected schedulers logistics dave plan last related items stage monday insure clean tuesday night print filter closed path list app close error msg feel like schedule met please let know become aware thanks n
ham,meter 1517 sweeny phillips reallocated 12 99 questions let know aimee
ham,recent numbers
ham,daren need deal ticket forwarded kimberly vaughn hou ect 01 12 2000 09 24 anita luong 01 07 2000 10 25 kimberly vaughn hou ect ect cc robert e lloyd hou ect ect howard b camp hou ect ect subject sales panenergy exxon clear lake 2 99 kim please let know chance revisit issue meter 4045 2 99 let know questions thanks forwarded anita luong hou ect 01 07 2000 10 22 anita luong 11 16 99 12 01 pm kimberly vaughn hou ect ect cc howard b camp hou ect ect robert e lloyd hou ect ect subject sales panenergy exxon clear lake 2 99 need revisit issue exception meter 4045 2 99 order clear need ect transport delivery meter 34000 mmbtu see july allocations pops reference displacement gas scheduled delivery would like issue resolved soon possible could clear list let know questions thanks forwarded anita luong hou ect 11 16 99 11 53 anita luong 05 25 99 03 36 pm kimberly vaughn hou ect ect cc howard b camp hou ect ect subject sales panenergy exxon clear lake 2 99 kim ect sold 34 000 mmbtu panenergy meter 4045 2 99 verified w rebekah seales determined ect sell gas panenergy therefore need show delivery meter panenergy whomever panenergy selling gas point pops need delivery meter order meter balanced please take look call questions thanks forwarded anita luong hou ect 05 25 99 03 08 pm rebekah e seales 05 25 99 03 04 pm anita luong hou ect ect cc daren j farmer hou ect ect howard b camp ccmail subject sales panenergy exxon clear lake 2 99 anita additional research regarding sale panenergy meter 4045 2 27 2 28 sale brokered deal date purchase volume sale 2 27 2 28 phillips gas mkt 55397 10 000 mmbtu panenergy marketing 64749 10 000 mmbtu 2 27 2 28 superior natural gas 57065 7 000 mmbtu panenergy marketing 64749 7 000 mmbtu ect transport gas away meter 4045 gas transported away meter 4045 would transaction panenergy marketing whomever sold gas point hpl hope information helps rs anita luong 05 25 99 01 31 pm rebekah e seales hou ect ect cc subject sales panenergy exxon clear lake 2 99 want check see chance look forwarded anita luong hou ect 05 25 99 01 30 pm rebekah e seales 05 24 99 03 31 pm anita luong hou ect ect cc subject sales panenergy exxon clear lake 2 99 anita working renominating back 5 1 pipeline current month work first thing tomorrow morning please let know need information sooner thanks rs anita luong 05 24 99 02 10 pm rebekah e seales hou ect ect cc subject sales panenergy exxon clear lake 2 99 additional info see path manager seems like brokered deal ect buying 20 000 mmbtu philips gas 14 000 mmbtu superior gas sell total 34 000 mmbtu panenergy question paying tranport gas ect panenergy need schedule delivery gas meter 984045 please let know thanks
